,content,score,label,sentiment,length,num_word,encoded
1568,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1569,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1570,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1571,khách nói xài cũng bình thường không có j nổi bật so với những sản phẩm khác,3,1,neutral,76,17,"[[ 36  37  16 238 672  42  46 526 726 129  10 364   3 537   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1572,đóng gói đẹp khách hàng khen quá trời,5,2,positive,37,8,"[[ 94  95 103 128  35 388   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1573,sản phẩm tốt giá lại hợp lý đống gói cẩn thận sẽ ủng hộ tiếp,5,2,positive,60,15,"[[  3  31 167 121 727 339 233 211 213 214 215   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1574,giao hàng nhanh,5,2,positive,15,3,"[[112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1575,đóng gói sản phẩm rất đẹp và chắc chắn hiệu quả thi phải chờ khách phản hồi,5,2,positive,75,17,"[[ 94   3  41  95  48  96 452   1 470 348  36 235   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1576,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1577,chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng nhanh,5,2,positive,69,14,"[[  2   3   4  41 159 160 122 112  44 117   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1578,dùng rất mát mới đầu nóng sau thì oke,5,2,positive,37,9,"[[ 21  41 634   1   1 152 140 714   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1579,nghe mùng dầu dừa nhiều khách ưng lắm,5,2,positive,37,8,"[[450   1 290   1  86  36 131 124   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1580,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1581,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng tốt,5,2,positive,53,12,"[[94  3 41 95 48 96  2 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1582,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1583,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1584,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1585,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1586,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1587,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1588,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1589,tốt,5,2,positive,3,1,"[[31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1590,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1591,sp tốt tôi hài lòng đóng gói cẩn thận,5,2,positive,37,9,"[[ 52  31 376 164  94 211   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1592,chưa dùng nên chưa bit,5,2,positive,22,5,"[[141  21 143 141 482   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1593,ship hàng lâu quá nhưng đc tặng thêm quà,5,2,positive,40,9,"[[260  44 113  35  15 162  55 188  56   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1594,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1595,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1596,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1597,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1598,rất dịu nhẹ an toàn cho da m đã mua đến lần thứ 2,5,2,positive,49,14,"[[ 41 607 493 728 102  78 652 210  93 228  91 256 236   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1599,hàng ok đủ tem,5,2,positive,14,4,"[[ 44  17 344  70   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1600,giao nhanh đóng gói kỹ,5,2,positive,22,5,"[[112 117  94  75   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1601,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1602,nước tắm tuyệt vời,5,2,positive,18,4,"[[ 89 655   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1603,khách chê loãng hơn rất nhiều so với chai mua ở shop mẹ và bé chắc hàng đểu rồi đừng bán mn ạ,5,2,positive,93,23,"[[ 36 729 610  29  41  86 129  10 381  93 378 133 418  48  12 123  44   1
  181   1 206 701 146   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1604,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1605,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1606,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1607,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1608,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1609,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1610,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1611,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1612,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1613,mình rất thích mùi hương của sản phẩm dành cho bé thơm dịu nhẹ,4,1,neutral,62,14,"[[ 39  41  57 212 664 175   3 616 102  12  98 607 493   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1614,giao hàng quá lâu trong cùng hn mất 1 tuần để giao t7 cn thì ship bảo k lấy được hàng vì shop k làm việc selly thì bảo do bên ship chậm trễ quá thất vọng rất k hài lòng đang cần gấp mà mua hàng thế này k ai muốn mua lại lần sau,1,0,negative,227,56,"[[112  44  35 113 119 719 730 150 185 731 205 112 732 733 140 260 105  69
  115  54  44 429 133  69 135 127 140 105 647 126 260 734  35 356  41  69
  164 148  27 735 217  93  44 581 154  69 416 350  93 121]]"
1615,dùng tốt lắm nhé các mẹ bé nhà mình dùng hết 3c roi,5,2,positive,51,13,"[[ 21  31 124  18  45 418  12  38  39  21 110   1   1   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1616,mua lần 2 sp rất tốt mùi rất thơm sẽ ủng hộ shop hoài,5,2,positive,53,14,"[[ 93  91 236  52  41  31 212  41  98 213 214 133 736   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1617,sản phẩm đóng gói rất chắc chắn mùi thơm không gây bết rít các mom nên mua cho bé dùng thử mùa nắng nóng này nha,5,2,positive,112,26,"[[  3  94  41  96 212  98  42 737 738 499  45 142 143  93 102  12  21  64
   22   1 154  13   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1618,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1619,đang dùng cho bé tầm 3 hôm rồi mới viết đánh giá sản phẩm chất lượng bé bị rôm sẩy tắm 2 hôm đã lặn và bớt nhiều,5,2,positive,112,28,"[[148  21 102  12 739 399 740 181 239 437 184 262  12  43   1   1 655 236
  740 210   1  48   1  86   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1620,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1621,sản phẩm tốt giao hàng nhanh chóng,5,2,positive,34,7,"[[  3  31 112  44 532   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1622,sản phẩm ko tốt bọt ít dùng ko được thích so với giá thì đắt,5,2,positive,60,15,"[[  3  49  31 619 498  21  49  54  57 129  10 167 140 510   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1623,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1624,mui rat hoi ma ai cung khen thom het vay,5,2,positive,40,10,"[[741 609 566  61 416   1 128 337   1 411   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1625,đã nhận được hàng đóng gói cẩn thận chưa dùng nên chưa biết,5,2,positive,59,13,"[[210 161  54  44  94 211 141  21 143 141 227   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1626,sữa tắm thơm lắm mua về dùng cho con xong tự tin giới thiệu cho khách,5,2,positive,69,16,"[[ 58 655  98 124  93 258  21 102 106 447   1 742 102  36   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1627,mùi thơm nhẹ đóng gói cẩn thận,5,2,positive,30,7,"[[212  98 493  94 211   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1628,sản phẩm dùng thơm,5,2,positive,18,4,"[[ 3 21 98  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1629,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1630,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1631,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1632,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1633,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1634,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1635,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1636,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1637,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1638,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1639,chất lượng sản phẩm tuyệt vời,5,2,positive,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1640,rất đáng tiền,5,2,positive,13,3,"[[ 41 159 160   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1641,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1642,,5,2,positive,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1643,hàng giao nhanh sản phẩm đúng như mẫu mùi rất thơm rất đáng với giá tiền,5,2,positive,72,16,"[[ 44 112 117   3 144  71 424 212  41  98  41 159  10 167 160   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1644,ưng khâu đóng gói chuẩn organic chưa ăn nên chưa biết vị mong là bé sẽ thích để ủng hộ tiếp,5,2,positive,91,21,"[[131 187  94 415   1 141 165 143 141 227 559  99 109  12 213  57 205 214
  215   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1645,mùi táo rất thơm,5,2,positive,16,4,"[[212  50  41  98   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1646,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1647,đóng gói sản phẩm rất đẹp và chắc chắn chưa xài nên chưa biết sản phẩm thế nào,5,2,positive,78,18,"[[ 94   3  41  95  48  96 141  16 143 141 227   3 180   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1648,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1649,đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm thơm lắm,5,2,positive,56,13,"[[ 94   3  41  95  48  96   3  98 124   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1650,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1651,đóng gói sản phẩm rất đẹp và chắc chắn còn đc tặng bao sì xì nữa rất hài lòng về sản phẩm chất lượng thì sài mới biết đc,5,2,positive,120,29,"[[ 94   3  41  95  48  96 157 162  55   1   1 743  51  41 164 258 262 140
  744 239 227 162   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1652,đóng gói sản phẩm rất đẹp và chắc chắn,5,2,positive,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1653,bé ko chịu tắm vì mùi nó lạ,5,2,positive,27,8,"[[ 12  49  66 655 429 212 563 745   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1654,mùi thơm lắm,5,2,positive,12,3,"[[212  98 124   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1655,rất hài long về sp của selly,5,2,positive,28,7,"[[ 41   1   1 258  52 175 127   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1656,sản phẩm tốt sẽ ủng hộ shop nếu như có mua thêm,5,2,positive,47,12,"[[  3  31 213 214 133 674  46  93 188   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1657,thời gian giao hàng rất nhanh,5,2,positive,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1658,đóng gói sản phẩm rất đẹp và chắc chắn mùi hương hơi lạ lạ nói chung cũng ok xài được,5,2,positive,85,20,"[[ 94   3  41  95  48  96 212 664   7 745 745 158 238  17  16  54   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
